word,length,q,rho_ratio_lower,rho_ratio_upper,delta_lower_nats,delta_upper_nats,states,reachable
740,3,9,1779760567239550730489012211617/1777970249935209897167731721094,900795735685235833949975638543/899889596835456923522441362296,0.001006437837746701,0.001006437837750821,81,43
740,3,11,3292982105840402485086176153300/3289668915883941161065321897743,86345583222881227256902449587/86258707767769557407173453161,0.001006643136726119,0.001006643136728319,99,53
740,3,16,1098698394982255360600292078065/1097592139151081347750235899434,8755396759589737631507292488615/8746581138520486074446923937424,0.001007385778462427,0.001007385778464534,144,61
741,3,9,2224703775615503847480075530015/2222490647941169311352577518496,600523868018240092917922826017/599926468937077169908505470968,0.000995291703599181,0.000995291703601280,81,43
741,3,11,25380775658603237541452239315/25355496030850330255927448901,8090198110167366938764380623987/8082140153254447607361847345824,0.000996511135055429,0.000996511135061239,99,53
741,3,16,9631916181762936480476033908930/9622224273737230099668136438911,1346064589842596967316733309485/1344710141365756310850168695106,0.001006735031011225,0.001006735031013623,144,61
742,3,9,130142314745061336635564121781/130011253816335548448583124586,505567634828787604383603529409/505058498627511966018258764691,0.001007565958354274,0.001007565958356679,81,43
742,3,11,9779548505772506509843688299720/9769708943673374664322794657621,899801004986214187457108050487/898895682224102192633580819600,0.001006643137773469,0.001006643137777008,99,53
742,3,16,4944148294148600671686548431360/4939197411140123549749875222003,1800150011111020364510606912263/1798347409010007067009953288936,0.001001863856677763,0.001001863856681603,144,61
743,3,9,8898913968354987272422086452180/8889962270042063920395732289209,1617814632677650678294656110549/1616187221898144903153927891720,0.001006437837732765,0.001006437837735003,81,43
743,3,11,977975010390453078004438730171/977000041284672223253693131965,4040110272204351890385713618819/4036082579617621666375959889824,0.000997423661007613,0.000997423661010127,99,53
743,3,16,423524905906282737256976351950/423098474681472084316504408671,2221314580885051689605066304197/2219078023166226851215975004832,0.001007369441123240,0.001007369441126098,144,61
744,3,9,8898791823531058813103796283900/8889840248200047409827895354251,112348378984039731088440576882/112235364206557755138168639473,0.001006437825068869,0.001006437825071012,81,43
744,3,11,789689367355324351452690260276/788894831947432433988519437535,4444884790647136055310726548401/4440412629192048684197676487344,0.001006643136725631,0.001006643136728316,99,53
744,3,16,1396360552477587559683261036200/1394953205017123558225278943461,8885120617303591904734367918683/8876165586373710211340929869288,0.001008376486475022,0.001008376486477035,144,61
745,3,9,988977974482380789568839597494/987983130336548036407612833339,2022268290878602444956685121831/2020234027404188867146451315550,0.001006437837732195,0.001006437837734821,81,43
745,3,11,365882752082912915111803841575/365514624039552598471813434261,976619702741823081491968268617/975637089874090007147639597160,0.001006643136726142,0.001006643136728325,99,53
745,3,16,3258225119338496932648506015875/3254944535578313808332289798546,2221314580885051689605066304197/2219078023166227076190899703450,0.001007369441123883,0.001007369441125997,144,61
746,3,9,232583776460938117899311994250/232349813102402365132472259573,3103132602981515133910251817801/3100011063995327729429197665900,0.001006437837731959,0.001006437837734965,81,43
746,3,11,227752231522797201277766663455/227523081657504724854495059763,8889768465586295199932260523627/8880824143799609155293032032464,0.001006643136620515,0.001006643136623143,99,53
746,3,16,9731052012048878984217984384665/9721261775114438604726031132779,316721033922144557551501738723/316402386569280185874415142616,0.001006588508513572,0.001006588508515577,144,61
747,3,9,122551198674160500000000000000/122430369687500935132338453931,96835657620273339179194082846/96740182794164812975481309535,0.000986433365296409,0.000986433365299508,81,43
747,3,11,900784776485695500000000000000/899888360011933894665885957481,489086408901316770637137826677/488599694288149820866747783054,0.000995646049962695,0.000995646049966939,99,53
747,3,16,4052814154650792000000000000000/4048802402027442103745651924773,70732577800450391714675721708/70662561857522722885858805825,0.000990358633534760,0.000990358633539023,144,61
748,3,9,198193132027611523491508408171/197993763303303072021955230726,734113130838392876888787134333/733374663279519688781064725508,0.001006437837731078,0.001006437837734712,81,43
748,3,11,1629941385944989487330894917085/1628301443873160778235327855448,449899991947674371132136220151/449447331544498631278797004764,0.001006642104943141,0.001006642104949004,99,53
748,3,16,2074838609882975162523372418640/2072762622932531106324184232013,2391820660132685056166065721615/2389427515695041561334503716368,0.001001054347936299,0.001001054347938612,144,61
749,3,9,13732909589997597698779790420/13720636147695314605281787533,900695700886121768466251116801/899890726773071804678032277952,0.000894124441136043,0.000894124441141175,81,43
749,3,11,814970683581712835564127716335/814150712555246781047567351664,1994984604371478380300595635401/1992977379318124212704280680760,0.001006642104943264,0.001006642104945684,99,53
749,3,16,9631916181762936480476033908930/9622224273737230099668136438911,1794815951449483623727234470265/1793009956588617721001195620296,0.001006735031011225,0.001006735031013305,144,61
750,3,9,1631751207902604998670044694875/1630292871346386741697580671293,900695690840358595823888878081/899890716745272585183821314200,0.000894124431151545,0.000894124431155735,81,43
750,3,11,1777790794765543420816408899776/1776002096138472385632479971449,374163726694797546235252477546/373787267245119401669548372539,0.001006642104943227,0.001006642104945548,99,53
750,3,16,752999108155562967095596041655/752240929516119997966124905473,2996611578530912265653237857501/2993594354652495343649331613704,0.001007385778462303,0.001007385778464077,144,61
751,3,9,198193132027611523491508408171/197993763303303072021955230726,8899618290632654941387610882813/8890665883819715940621358685112,0.001006437837731078,0.001006437837734549,81,43
751,3,11,989870234439542523214757445880/988874290746658493218751363613,4444889339230740395771194093019/4440417177780702505434828409452,0.001006642104939551,0.001006642104945506,99,53
751,3,16,2636511618741024986744683198855/2633859114654455167720316642946,2221320528649156552946088961829/2219085734105505746724641694540,0.001006572191864739,0.001006572191866633,144,61
752,3,9,1977953945698918320674160553096/1975984275881273811037888801689,2022298304231196243587307333397/2020284475779432618747902306880,0.000996307918936926,0.000996307918939115,81,43
752,3,11,1979834771283723057714368502715/1977880860854770263857852932584,3145250610001478444878404120163/3142146543915908887161478184268,0.000987393117298485,0.000987393117301884,99,53
752,3,16,1980348337365164323658418262985/1978352407160406588466070168616,599519767316960814947949565703/598915530380779592319754076976,0.001008376486474024,0.001008376486477274,144,61
753,3,9,3263490920759379141380701671655/3260208072282195893892487161138,224634294925856403755413218401/224408328201594582165357216624,0.001006437837732644,0.001006437837734983,81,43
753,3,11,986193323806990445646662739215/985201079583795084126911528271,807914380338745958079866431939/807101508909404783167677019008,0.001006642105991378,0.001006642105994057,99,53
753,3,16,1974794179974941529151478182156/1972805834332991681991239403285,1347818637475042816233759536705/1346461569816476889541764661722,0.001007369441123615,0.001007369441125846,144,61
754,3,9,1648292911871859794197535887030/1646634842029733108615036985339,2696357721129411803837807051873/2693645369830198610037570616368,0.001006437837746582,0.001006437837748705,81,43
754,3,11,548823504519408816006815601815/548271313647497153350923421494,4490969703461810036725679320817/4486451178916361905195910287968,0.001006642104943158,0.001006642104945748,99,53
754,3,16,888616825291506065676616779185/887728279822382926785318803766,3779799554140239008448233569091/3776020058105005907090871799200,0.001000419952939076,0.001000419952940776,144,61
755,3,9,4647495244391740731717561650380/4642820182301414371754662837629,1348932547715598186083427211145/1347575613908326625764429693524,0.001006437837732553,0.001006437837735174,81,43
755,3,11,2444909551361595364147053719420/2442449640796916000328984360753,897792683004471026843621464799/896889381815030240667065174586,0.001006642104943259,0.001006642104945785,99,53
755,3,16,9715202409134928088452524487335/9705406328770884704314481575467,399012986143605200310334446273/398610651419740490925676615024,0.001008833587770005,0.001008833587772427,144,61
756,3,9,4399858390569836480827172640185/4395432434203472787652001764284,129300743397858953300383285235/129170675700761010186208367787,0.001006437837732711,0.001006437837734768,81,43
756,3,11,1222594369434588142008361448695/1221364273702001658261322186359,1345690986819973551830671180549/1344337039197069663540614604120,0.001006642104943320,0.001006642104945935,99,53
756,3,16,9715314074124775786675231696750/9705616872442771584110514863319,4315066795878204050696738693483/4310759773720013280283734516144,0.000998634155548783,0.000998634155550872,144,61
757,3,9,43122723227716500000000000000/43079779288429231562108347717,16281952064538170958782338486/16265737616363189467073350345,0.000996350258667070,0.000996350258670118,81,43
757,3,11,37533334028733375000000000000/37495982710432068945008856577,4890919497191937699585871602848/4886052295925288087327933592535,0.000995646049042936,0.000995646049045959,99,53
757,3,16,225069785791347375000000000000/224845225534139436975181936829,990271782131133919650306284162/989283752194908180162586410065,0.000998234200693547,0.000998234200696400,144,61
758,3,9,9789596747088601570660361806510/9779848151434200386713753269777,4453479500446446693630773005727/4449044673146943508642085636028,0.000996307918936660,0.000996307918938937,81,43
758,3,11,3894375364697871318552869782825/3890457090947729174963504376942,449894844242302401430159671767/449442188554691045967752185884,0.001006643136725718,0.001006643136728653,99,53
758,3,16,752999108155562967095596041655/752240929516119997966124905473,1797091497119736989581335301619/1795282044264499403354479403232,0.001007385778462303,0.001007385778464278,144,61
759,3,9,9889768483898071181878306943135/9879820053767457425652490756416,100088415074732880240979939885/99987732980315892160493249808,0.001006437837732873,0.001006437837736039,81,43
